#,Vessel name,IMO,Departure port,Country,Commodity,Metric tons,Departure date,Inspection cleared,Flag code,Development Status,Development Status 2,World Bank Income Classification,Departure week,Departure Month
785,BRAVE LEADER,9033505,Chornomorsk,Türkiye,Soya beans,20500,3/5/2023,3/14/2023,:tr:,developing,other developing,Upper middle income,9,March
784,PROFESSOR WENGER,9235969,Odesa,Libya,Corn,25000,3/4/2023,3/16/2023,:ly:,developing,other developing,Upper middle income,9,March
783,MAHA ROOS,9231004,Yuzhny/Pivdennyi,China,Corn,45080,3/4/2023,3/11/2023,:cn:,developing,other developing,Upper middle income,9,March
783,MAHA ROOS,9231004,Yuzhny/Pivdennyi,China,Sunflower meal,17485,3/4/2023,3/11/2023,:cn:,developing,other developing,Upper middle income,9,March
782,AVRA I ,9569932,Odesa,Kenya,Wheat,49550,3/4/2023,3/13/2023,:ke:,developing,other developing,Lower middle income,9,March
781,THE STRONG,9287455,Odesa,China,Corn,64867,3/3/2023,3/15/2023,:cn:,developing,other developing,Upper middle income,9,March
780,ARSLAND,9395989,Yuzhny/Pivdennyi,Italy,Sunflower oil,15750,3/3/2023,3/13/2023,:it:,developed,developed,High income,9,March
779,MIM VANGELIS JR.,9302786,Yuzhny/Pivdennyi,Portugal,Corn,65394,3/2/2023,3/19/2023,:pt:,developed,developed,High income,9,March
778,ETERNAL BRIGHT,9287780,Odesa,China,Corn,65650,3/2/2023,3/11/2023,:cn:,developing,other developing,Upper middle income,9,March
777,LASKARO S,9316050,Chornomorsk,Belgium,Corn,62088,3/1/2023,3/12/2023,:be:,developed,developed,High income,9,March
776,GENEVE   ,9442926,Yuzhny/Pivdennyi,Türkiye,Wheat,32000,3/1/2023,3/10/2023,:tr:,developing,other developing,Upper middle income,9,March
776,GENEVE   ,9442926,Yuzhny/Pivdennyi,Türkiye,Barley,33000,3/1/2023,3/10/2023,:tr:,developing,other developing,Upper middle income,9,March
775,ASTRA PERSEUS,9611814,Yuzhny/Pivdennyi,Spain,Corn,55000,3/1/2023,3/11/2023,:es:,developed,developed,High income,9,March
774,ANDONIS,9763916,Yuzhny/Pivdennyi,China,Corn,48502,3/1/2023,3/13/2023,:cn:,developing,other developing,Upper middle income,9,March
774,ANDONIS,9763916,Yuzhny/Pivdennyi,China,Sunflower meal,18700,3/1/2023,3/13/2023,:cn:,developing,other developing,Upper middle income,9,March
773,NEW LIBERTY,9221645,Odesa,Egypt,Wheat,15000,2/28/2023,3/10/2023,:eg:,developing,other developing,Lower middle income,9,February
773,NEW LIBERTY,9221645,Odesa,Egypt,Corn,11000,2/28/2023,3/10/2023,:eg:,developing,other developing,Lower middle income,9,February
772,SEAGUARDIAN,9174268,Chornomorsk,The Netherlands,Corn,64877,2/27/2023,3/9/2023,:nl:,developed,developed,High income,9,February
771,GLORIOUS SEA,9370977,Odesa,Tunisia,Corn,23500,2/27/2023,3/9/2023,:tn:,developing,other developing,Lower middle income,9,February
770,ASKIO,9848649,Odesa,Japan,Corn,56000,2/27/2023,3/8/2023,:jp:,developed,developed,High income,9,February
769,YASA EMIRHAN,9454503,Yuzhny/Pivdennyi,The Netherlands,Corn,51500,2/26/2023,3/9/2023,:nl:,developed,developed,High income,8,February
768,AMBER S,9200354,Chornomorsk,Spain,Corn,43226,2/26/2023,3/8/2023,:es:,developed,developed,High income,8,February
767,LADY AYANA,9196395,Odesa,Egypt,Corn,14068,2/25/2023,3/7/2023,:eg:,developing,other developing,Lower middle income,8,February
767,LADY AYANA,9196395,Odesa,Egypt,Soya beans,11939,2/25/2023,3/7/2023,:eg:,developing,other developing,Lower middle income,8,February
766,EAGLE TRADER,9284362,Odesa,France,Sunflower meal,20200,2/25/2023,3/7/2023,:fr:,developed,developed,High income,8,February
765,AK HALIMA,9217826,Chornomorsk,Italy,Wheat,11209,2/25/2023,3/7/2023,:it:,developed,developed,High income,8,February
765,AK HALIMA,9217826,Chornomorsk,Italy,Corn,11755,2/25/2023,3/7/2023,:it:,developed,developed,High income,8,February
764,MAVKA,9284647,Chornomorsk,Romania,Sunflower oil,12500,2/24/2023,3/7/2023,:ro:,developed,developed,High income,8,February
763,PUNKT,9296327,Yuzhny/Pivdennyi,Italy,Corn,27600,2/23/2023,3/6/2023,:it:,developed,developed,High income,8,February
762,PUMA MAX,9589152,Yuzhny/Pivdennyi,Portugal,Corn,69295,2/23/2023,3/5/2023,:pt:,developed,developed,High income,8,February
761,NEW AMBITION,9584592,Yuzhny/Pivdennyi,China,Corn,45000,2/22/2023,3/6/2023,:cn:,developing,other developing,Upper middle income,8,February
761,NEW AMBITION,9584592,Yuzhny/Pivdennyi,China,Sunflower meal,20000,2/22/2023,3/6/2023,:cn:,developing,other developing,Upper middle income,8,February
760,STAR NADZIYE,9860025,Yuzhny/Pivdennyi,China,Corn,71090,2/21/2023,3/4/2023,:cn:,developing,other developing,Upper middle income,8,February
759,PETREL S,9363883,Yuzhny/Pivdennyi,Bulgaria,Sunflower meal,13500,2/21/2023,3/5/2023,:bg:,developed,developed,Upper middle income,8,February
758,TAMREY S,9171541,Chornomorsk,Spain,Wheat,29750,2/20/2023,3/3/2023,:es:,developed,developed,High income,8,February
757,SUNBEAM,9340386,Yuzhny/Pivdennyi,Spain,Sunflower oil,12433,2/20/2023,3/5/2023,:es:,developed,developed,High income,8,February
756,SCARLET LADY,9225043,Chornomorsk,The Netherlands,Corn,60623,2/20/2023,3/3/2023,:nl:,developed,developed,High income,8,February
755,VALSAMITIS (WFP),9629823,Chornomorsk,Ethiopia,Wheat,5000,2/19/2023,2/28/2023,:et:,developing,least developed,Low income,7,February
755,VALSAMITIS (WFP),9629823,Chornomorsk,Kenya,Wheat,25000,2/19/2023,2/28/2023,:ke:,developing,other developing,Lower middle income,7,February
754,ROYAL STAR (WFP),9223813,Odesa,Afghanistan,Wheat,25000,2/19/2023,2/27/2023,:af:,developing,least developed,Low income,7,February
753,RISING FALCON,9105396,Chornomorsk,Türkiye,Wheat,26200,2/19/2023,3/3/2023,:tr:,developing,other developing,Upper middle income,7,February
752,MOHAMAD M,9141235,Chornomorsk,Portugal,Corn,22500,2/19/2023,3/1/2023,:pt:,developed,developed,High income,7,February
751,INTERCEPTOR,9835965,Yuzhny/Pivdennyi,China,Corn,71500,2/19/2023,3/2/2023,:cn:,developing,other developing,Upper middle income,7,February
750,GANNET S,9316995,Odesa,Türkiye,Wheat,11000,2/19/2023,3/3/2023,:tr:,developing,other developing,Upper middle income,7,February
750,GANNET S,9316995,Odesa,Türkiye,Barley,4000,2/19/2023,3/3/2023,:tr:,developing,other developing,Upper middle income,7,February
749,NEW HARVEST,9290713,Chornomorsk,China,Corn,65813,2/18/2023,3/1/2023,:cn:,developing,other developing,Upper middle income,7,February
748,NEW ENAS,9118238,Chornomorsk,Türkiye,Wheat,14800,2/18/2023,3/2/2023,:tr:,developing,other developing,Upper middle income,7,February
747,MAHA AARTI,9355484,Yuzhny/Pivdennyi,Egypt,Corn,65081,2/17/2023,2/25/2023,:eg:,developing,other developing,Lower middle income,7,February
746,FAIA G,9550424,Odesa,Türkiye,Barley,24200,2/17/2023,3/1/2023,:tr:,developing,other developing,Upper middle income,7,February
745,POCHARD S,9363314,Odesa,The Netherlands,Soya beans,30000,2/16/2023,2/27/2023,:nl:,developed,developed,High income,7,February
744,NORD VIND,9573921,Odesa,Ireland,Corn,27000,2/16/2023,2/26/2023,:ie:,developed,developed,High income,7,February
743,RISING EAGLE,9073672,Chornomorsk,Tunisia,Wheat,25500,2/15/2023,3/1/2023,:tn:,developing,other developing,Lower middle income,7,February
742,NIZAR,8324751,Yuzhny/Pivdennyi,Türkiye,Sunflower meal,3730,2/15/2023,2/27/2023,:tr:,developing,other developing,Upper middle income,7,February
741,INCE MARMARA,9832690,Yuzhny/Pivdennyi,Bangladesh,Wheat,58630,2/15/2023,2/28/2023,:bd:,developing,least developed,Lower middle income,7,February
740,FORTUNE EXPRESS,9181728,Chornomorsk,Italy,Corn,28000,2/15/2023,2/21/2023,:it:,developed,developed,High income,7,February
739,DANAE,9926271,Odesa,United Kingdom,Corn,32988,2/15/2023,2/25/2023,:gb:,developed,developed,High income,7,February
738,AKSON SARA,9475739,Yuzhny/Pivdennyi,Spain,Corn,29226,2/15/2023,2/26/2023,:es:,developed,developed,High income,7,February
737,SEA MAJESTIC,9391153,Chornomorsk,India,Sunflower oil,19176,2/14/2023,2/19/2023,:in:,developing,other developing,Lower middle income,7,February
736,LILA SEOUL,9566837,Chornomorsk,China,Sunflower meal,62747,2/14/2023,2/19/2023,:cn:,developing,other developing,Upper middle income,7,February
735,NEPTULUS,9473705,Yuzhny/Pivdennyi,The Netherlands,Soya beans,31534,2/13/2023,2/19/2023,:nl:,developed,developed,High income,7,February
734,EIDER S,9364784,Odesa,Israel,Corn,50000,2/13/2023,2/19/2023,:il:,developed,developed,High income,7,February
733,PLEVNE,9340908,Odesa,Türkiye,Sunflower oil,7250,2/12/2023,2/23/2023,:tr:,developing,other developing,Upper middle income,6,February
732,OCEAN GLSR,9529516,Yuzhny/Pivdennyi,Sri Lanka,Wheat,54268,2/12/2023,2/24/2023,:lk:,developing,other developing,Lower middle income,6,February
731,BASEL ATHENA,9164809,Chornomorsk,Türkiye,Wheat,18538,2/12/2023,2/25/2023,:tr:,developing,other developing,Upper middle income,6,February
730,ARGO I,9583897,Chornomorsk,Spain,Corn,31000,2/12/2023,2/23/2023,:es:,developed,developed,High income,6,February
729,ZHENG JUN,9593804,Odesa,China,Corn,66000,2/11/2023,2/24/2023,:cn:,developing,other developing,Upper middle income,6,February
728,OCEAN S,9086320,Chornomorsk,Türkiye,Wheat,25026,2/11/2023,2/23/2023,:tr:,developing,other developing,Upper middle income,6,February
727,SSI VIGILANT,9918743,Odesa,Bangladesh,Wheat,57200,2/11/2023,2/24/2023,:bd:,developing,least developed,Lower middle income,6,February
726,ZHENG HENG,9593799,Yuzhny/Pivdennyi,Spain,Corn,34125,2/10/2023,2/21/2023,:es:,developed,developed,High income,6,February
726,ZHENG HENG,9593799,Yuzhny/Pivdennyi,Spain,Wheat,34125,2/10/2023,2/21/2023,:es:,developed,developed,High income,6,February
725,TRAMP LADY,9286621,Chornomorsk,Spain,Corn,66430,2/10/2023,2/23/2023,:es:,developed,developed,High income,6,February
724,STELLAR LADY,9574004,Odesa,Kenya,Corn,44000,2/10/2023,2/23/2023,:ke:,developing,other developing,Lower middle income,6,February
723,QUEEN JUDI,9295567,Odesa,Türkiye,Barley,26250,2/9/2023,2/16/2023,:tr:,developing,other developing,Upper middle income,6,February
722,LADY SPERANZA,9200574,Odesa,Egypt,Corn,15300,2/9/2023,2/17/2023,:eg:,developing,other developing,Lower middle income,6,February
721,SAKARYA,9257199,Odesa,Spain,Corn,28240,2/8/2023,2/17/2023,:es:,developed,developed,High income,6,February
720,LADY PERLA,9149732,Chornomorsk,Türkiye,Wheat,21600,2/8/2023,2/21/2023,:tr:,developing,other developing,Upper middle income,6,February
719,HALIT YILDIRIM,9257981,Yuzhny/Pivdennyi,Portugal,Wheat,16877,2/8/2023,2/15/2023,:pt:,developed,developed,High income,6,February
719,HALIT YILDIRIM,9257981,Yuzhny/Pivdennyi,Portugal,Corn,11958,2/8/2023,2/15/2023,:pt:,developed,developed,High income,6,February
718,WADI S,9077903,Chornomorsk,Türkiye,Corn,59226,2/6/2023,2/13/2023,:tr:,developing,other developing,Upper middle income,6,February
717,THE ETERNAL,9344069,Odesa,China,Corn,70400,2/6/2023,2/19/2023,:cn:,developing,other developing,Upper middle income,6,February
716,SKYFALL,9724752,Yuzhny/Pivdennyi,Portugal,Corn,57228,2/6/2023,2/14/2023,:pt:,developed,developed,High income,6,February
715,SATURN J,9546174,Chornomorsk,Tunisia,Corn,30050,2/6/2023,2/13/2023,:tn:,developing,other developing,Lower middle income,6,February
714,SAINT MYRON,9675597,Yuzhny/Pivdennyi,Spain,Wheat,67000,2/6/2023,2/12/2023,:es:,developed,developed,High income,6,February
713,NIHAT-M,9185815,Odesa,Italy,Corn,28500,2/6/2023,2/12/2023,:it:,developed,developed,High income,6,February
712,NEW EXPLORER,9481489,Yuzhny/Pivdennyi,The Netherlands,Corn,68370,2/6/2023,2/12/2023,:nl:,developed,developed,High income,6,February
711,MINOAN SKY,9422348,Chornomorsk,China,Corn,61774,2/6/2023,2/11/2023,:cn:,developing,other developing,Upper middle income,6,February
710,PEACE M,9086318,Yuzhny/Pivdennyi,Türkiye,Wheat,25000,2/6/2023,2/14/2023,:tr:,developing,other developing,Upper middle income,6,February
709,DENSA PELICAN,9603300,Yuzhny/Pivdennyi,China,Sunflower meal,63448,2/6/2023,2/16/2023,:cn:,developing,other developing,Upper middle income,6,February
708,DALIAN STAR D,9324148,Chornomorsk,Türkiye,Barley,48087,2/6/2023,2/13/2023,:tr:,developing,other developing,Upper middle income,6,February
707,YOGA,9790921,Yuzhny/Pivdennyi,China,Corn,59224,2/5/2023,2/10/2023,:cn:,developing,other developing,Upper middle income,5,February
706,ZHE HAI 525,9567518,Chornomorsk,China,Corn,51608,2/4/2023,2/12/2023,:cn:,developing,other developing,Upper middle income,5,February
705,NORD STARK,9691591,Odesa,Tunisia,Barley,25800,2/4/2023,2/9/2023,:tn:,developing,other developing,Lower middle income,5,February
704,CETUS,9276482,Odesa,Thailand,Wheat,68250,2/4/2023,2/10/2023,:th:,developing,other developing,Upper middle income,5,February
703,AMFITRION,9724623,Yuzhny/Pivdennyi,China,Sunflower oil,40000,2/4/2023,2/10/2023,:cn:,developing,other developing,Upper middle income,5,February
702,SUPER ARSENAL,9316933,Odesa,Italy,Corn,28500,2/3/2023,2/9/2023,:it:,developed,developed,High income,5,February
701,HPC UNITY,9613226,Odesa,Tunisia,Wheat,26500,2/3/2023,2/11/2023,:tn:,developing,other developing,Lower middle income,5,February
700,ELLY,9164706,Yuzhny/Pivdennyi,Spain,Wheat,48867,2/3/2023,2/11/2023,:es:,developed,developed,High income,5,February
700,ELLY,9164706,Yuzhny/Pivdennyi,Spain,Barley,18215,2/3/2023,2/11/2023,:es:,developed,developed,High income,5,February
699,CIHAN,9622174,Yuzhny/Pivdennyi,Spain,Wheat,51529,2/3/2023,2/15/2023,:es:,developed,developed,High income,5,February
699,CIHAN,9622174,Yuzhny/Pivdennyi,Spain,Corn,22341,2/3/2023,2/15/2023,:es:,developed,developed,High income,5,February
698,BLUE SHARK,9128142,Odesa,Türkiye,Soya beans,24750,2/3/2023,2/10/2023,:tr:,developing,other developing,Upper middle income,5,February
697,AGERI,9588574,Odesa,Bangladesh,Wheat,53551,2/3/2023,2/20/2023,:bd:,developing,least developed,Lower middle income,5,February
696,YASA H. MULLA,9442512,Chornomorsk,The Netherlands,Corn,64236,2/2/2023,2/11/2023,:nl:,developed,developed,High income,5,February
695,CHARLES,9595175,Chornomorsk,The Netherlands,Corn,34316,2/2/2023,2/9/2023,:nl:,developed,developed,High income,5,February
694,THE RULER,9336608,Chornomorsk,China,Corn,65114,2/1/2023,2/21/2023,:cn:,developing,other developing,Upper middle income,5,February
693,MANNA,9304100,Yuzhny/Pivdennyi,Portugal,Corn,51405,2/1/2023,2/10/2023,:pt:,developed,developed,High income,5,February
692,LOLO GATE,9128104,Chornomorsk,Egypt,Wheat,16500,2/1/2023,2/14/2023,:eg:,developing,other developing,Lower middle income,5,February
692,LOLO GATE,9128104,Chornomorsk,Egypt,Soya beans,9700,2/1/2023,2/14/2023,:eg:,developing,other developing,Lower middle income,5,February
691,BARRA,9142992,Yuzhny/Pivdennyi,Türkiye,Wheat,41000,2/1/2023,2/8/2023,:tr:,developing,other developing,Upper middle income,5,February
